Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,AWARD_TYPE,SEASON,DWS,DBPM,DRtg,VOTE_POINTS
6,Giannis Antetokounmpo,23,MIL,0,75,1010,0.074,75,36.7,26.9,10.0,4.8,1.5,1.4,0.529,0.307,0.76,11.9,0.207,MVP,2017-18,,,,75
7,Kevin Durant,29,GSW,0,66,1010,0.065,68,34.2,26.4,6.8,5.4,0.7,1.8,0.516,0.419,0.889,10.4,0.215,MVP,2017-18,,,,66
8,DeMar DeRozan,28,TOR,0,32,1010,0.032,80,33.9,23.0,3.9,5.2,1.1,0.3,0.456,0.31,0.825,9.6,0.17,MVP,2017-18,,,,32
9,LaMarcus Aldridge,32,SAS,0,6,1010,0.006,75,33.5,23.1,8.5,2.0,0.6,1.2,0.51,0.293,0.837,10.9,0.209,MVP,2017-18,,,,6
1,Ben Simmons,21,PHI,90,481,505,0.952,81,33.7,15.8,8.1,8.2,1.7,0.9,0.545,0.0,0.56,9.2,0.162,ROTY,2017-18,,,,481
2,Donovan Mitchell,21,UTA,11,323,505,0.64,79,33.4,20.5,3.7,3.7,1.5,0.3,0.437,0.34,0.805,5.2,0.095,ROTY,2017-18,,,,323
3,Jayson Tatum,19,BOS,0,101,505,0.2,80,30.5,13.9,5.0,1.6,1.0,0.7,0.475,0.434,0.826,7.1,0.139,ROTY,2017-18,,,,101
4,Kyle Kuzma,22,LAL,0,3,505,0.006,77,31.2,16.1,6.3,1.8,0.6,0.4,0.45,0.366,0.707,3.8,0.077,ROTY,2017-18,,,,3
5,Dennis Smith Jr.,20,DAL,0,1,505,0.002,69,29.7,15.2,3.8,5.2,1.0,0.3,0.395,0.313,0.694,-0.7,-0.017,ROTY,2017-18,,,,1
1,Lou Williams,32,LAC,96,489,500,0.978,75,26.6,20.0,3.0,5.4,0.8,0.1,0.425,0.361,0.876,5.1,0.123,6MOY,2018-19,,,,489
10,Andre Iguodala,35,GSW,0,2,500,0.004,68,23.2,5.7,3.7,3.2,0.9,0.8,0.5,0.333,0.582,4.2,0.129,6MOY,2018-19,,,,2
11T,Dāvis Bertāns,26,SAS,0,1,500,0.002,76,21.5,8.0,3.5,1.3,0.5,0.4,0.45,0.429,0.883,4.0,0.118,6MOY,2018-19,,,,1
11T,Ed Davis,29,BRK,0,1,500,0.002,81,17.9,5.8,8.6,0.8,0.4,0.4,0.616,0.0,0.617,5.7,0.191,6MOY,2018-19,,,,1
11T,Jae Crowder,28,UTA,0,1,500,0.002,80,27.1,11.9,4.8,1.7,0.8,0.4,0.399,0.331,0.721,4.4,0.097,6MOY,2018-19,,,,1
11T,Malik Beasley,22,DEN,0,1,500,0.002,81,23.2,11.3,2.5,1.2,0.7,0.1,0.474,0.402,0.848,4.5,0.115,6MOY,2018-19,,,,1
2,Domantas Sabonis,22,IND,1,190,500,0.38,74,24.8,14.1,9.3,2.9,0.6,0.4,0.59,0.529,0.715,7.6,0.197,6MOY,2018-19,,,,190
3,Montrezl Harrell,25,LAC,2,142,500,0.284,82,26.3,16.6,6.5,2.0,0.9,1.3,0.615,0.176,0.643,8.7,0.193,6MOY,2018-19,,,,142
4,Spencer Dinwiddie,25,BRK,0,34,500,0.068,68,28.1,16.8,2.4,4.6,0.6,0.3,0.442,0.335,0.806,4.8,0.121,6MOY,2018-19,,,,34
5,Terrence Ross,27,ORL,0,12,500,0.024,81,26.5,15.1,3.5,1.7,0.9,0.4,0.428,0.383,0.875,4.3,0.095,6MOY,2018-19,,,,12
6,Derrick Rose,30,MIN,0,11,500,0.022,51,27.3,18.0,2.7,4.3,0.6,0.2,0.482,0.37,0.856,3.0,0.102,6MOY,2018-19,,,,11
7,Dwyane Wade,37,MIA,0,8,500,0.016,72,26.2,15.0,4.0,4.2,0.8,0.5,0.433,0.33,0.708,2.4,0.061,6MOY,2018-19,,,,8
8,Dennis Schröder,25,OKC,1,5,500,0.01,79,29.3,15.5,3.6,4.1,0.8,0.2,0.414,0.341,0.819,2.9,0.06,6MOY,2018-19,,,,5
9,Monte Morris,23,DEN,0,3,500,0.006,82,24.0,10.4,2.4,3.6,0.9,0.0,0.493,0.414,0.802,6.2,0.151,6MOY,2018-19,,,,3
1,Rudy Gobert,26,UTA,65,411,500,0.822,81,31.8,15.9,12.9,2.0,0.8,2.3,0.669,,0.636,14.4,0.268,DPOY,2018-19,5.7,2.5,100.0,411
2,Giannis Antetokounmpo,24,MIL,26,280,500,0.56,72,32.8,27.7,12.5,5.9,1.3,1.5,0.578,0.256,0.729,14.4,0.292,DPOY,2018-19,5.5,4.1,99.0,280
3,Paul George,28,OKC,6,150,500,0.3,77,36.9,28.0,8.2,4.1,2.2,0.4,0.438,0.386,0.839,11.9,0.201,DPOY,2018-19,4.9,1.6,105.0,150
4,Joel Embiid,24,PHI,1,26,500,0.052,64,33.7,27.5,13.6,3.7,0.7,1.9,0.484,0.3,0.804,8.7,0.194,DPOY,2018-19,3.8,0.9,104.0,26
5,Myles Turner,22,IND,0,15,500,0.03,74,28.6,13.3,7.2,1.6,0.8,2.7,0.487,0.388,0.736,6.3,0.144,DPOY,2018-19,4.4,2.4,101.0,15
6T,Draymond Green,28,GSW,1,6,500,0.012,66,31.3,7.4,7.3,6.9,1.4,1.1,0.445,0.285,0.692,4.3,0.1,DPOY,2018-19,3.2,2.7,106.0,6
6T,Kawhi Leonard,27,TOR,1,6,500,0.012,60,34.0,26.6,7.3,3.3,1.8,0.4,0.496,0.371,0.854,9.5,0.224,DPOY,2018-19,3.4,1.1,105.0,6
8,Marcus Smart,24,BOS,0,4,500,0.008,80,27.5,8.9,2.9,4.0,1.8,0.4,0.422,0.364,0.806,5.3,0.116,DPOY,2018-19,3.1,2.0,107.0,4
9T,Jarrett Allen,20,BRK,0,1,500,0.002,80,26.2,10.9,8.4,1.4,0.5,1.5,0.59,0.133,0.709,7.6,0.175,DPOY,2018-19,3.3,1.4,106.0,1
9T,Patrick Beverley,30,LAC,0,1,500,0.002,78,27.4,7.6,5.0,3.8,0.9,0.6,0.407,0.397,0.78,4.8,0.108,DPOY,2018-19,2.0,1.2,111.0,1
1,Pascal Siakam,24,TOR,86,469,500,0.938,80,31.9,16.9,6.9,3.1,0.9,0.7,0.549,0.369,0.785,9.3,0.175,MIP,2018-19,,,,469
10,Giannis Antetokounmpo,24,MIL,0,4,500,0.008,72,32.8,27.7,12.5,5.9,1.3,1.5,0.578,0.256,0.729,14.4,0.292,MIP,2018-19,,,,4
11T,Danilo Gallinari,30,LAC,0,3,500,0.006,68,30.3,19.8,6.1,2.6,0.7,0.3,0.463,0.433,0.904,8.2,0.191,MIP,2018-19,,,,3
11T,Malik Beasley,22,DEN,0,3,500,0.006,81,23.2,11.3,2.5,1.2,0.7,0.1,0.474,0.402,0.848,4.5,0.115,MIP,2018-19,,,,3
11T,Paul George,28,OKC,0,3,500,0.006,77,36.9,28.0,8.2,4.1,2.2,0.4,0.438,0.386,0.839,11.9,0.201,MIP,2018-19,,,,3
14T,Bojan Bogdanović,29,IND,0,2,500,0.004,81,31.8,18.0,4.1,2.0,0.9,0.0,0.497,0.425,0.807,6.8,0.126,MIP,2018-19,,,,2
14T,Thomas Bryant,21,WAS,0,2,500,0.004,72,20.8,10.5,6.3,1.3,0.3,0.9,0.616,0.333,0.781,5.6,0.178,MIP,2018-19,,,,2
16T,Bryn Forbes,25,SAS,0,1,500,0.002,82,28.0,11.8,2.9,2.1,0.5,0.0,0.456,0.426,0.885,3.8,0.079,MIP,2018-19,,,,1
16T,Derrick White,24,SAS,0,1,500,0.002,67,25.8,9.9,3.7,3.9,1.0,0.7,0.479,0.338,0.772,3.6,0.101,MIP,2018-19,,,,1
16T,Jerami Grant,24,OKC,0,1,500,0.002,80,32.7,13.6,5.2,1.0,0.8,1.3,0.497,0.392,0.71,7.3,0.134,MIP,2018-19,,,,1
16T,Josh Richardson,25,MIA,0,1,500,0.002,73,34.8,16.6,3.6,4.1,1.1,0.5,0.412,0.357,0.861,5.6,0.106,MIP,2018-19,,,,1
16T,Spencer Dinwiddie,25,BRK,0,1,500,0.002,68,28.1,16.8,2.4,4.6,0.6,0.3,0.442,0.335,0.806,4.8,0.121,MIP,2018-19,,,,1
16T,Willie Cauley-Stein,25,SAC,0,1,500,0.002,81,27.3,11.9,8.4,2.4,1.2,0.6,0.556,0.5,0.551,6.7,0.146,MIP,2018-19,,,,1
16T,Zach LaVine,23,CHI,0,1,500,0.002,63,34.5,23.7,4.7,4.5,1.0,0.4,0.467,0.374,0.832,2.8,0.062,MIP,2018-19,,,,1
2,D'Angelo Russell,22,BRK,12,255,500,0.51,81,30.2,21.1,3.9,7.0,1.2,0.2,0.434,0.369,0.78,5.0,0.097,MIP,2018-19,,,,255
3,De'Aaron Fox,21,SAC,1,77,500,0.154,81,31.4,17.3,3.8,7.3,1.6,0.6,0.458,0.371,0.727,5.6,0.106,MIP,2018-19,,,,77
4,Buddy Hield,26,SAC,0,22,500,0.044,82,31.9,20.7,5.0,2.5,0.7,0.4,0.458,0.427,0.886,5.9,0.108,MIP,2018-19,,,,22
5,Nikola Vučević,28,ORL,0,20,500,0.04,80,31.4,20.8,12.0,3.8,1.0,1.1,0.518,0.364,0.789,10.1,0.193,MIP,2018-19,,,,20
6,Domantas Sabonis,22,IND,0,10,500,0.02,74,24.8,14.1,9.3,2.9,0.6,0.4,0.59,0.529,0.715,7.6,0.197,MIP,2018-19,,,,10
7,Montrezl Harrell,25,LAC,0,9,500,0.018,82,26.3,16.6,6.5,2.0,0.9,1.3,0.615,0.176,0.643,8.7,0.193,MIP,2018-19,,,,9
8,Derrick Rose,30,MIN,1,8,500,0.016,51,27.3,18.0,2.7,4.3,0.6,0.2,0.482,0.37,0.856,3.0,0.102,MIP,2018-19,,,,8
9,John Collins,21,ATL,0,6,500,0.012,61,30.0,19.5,9.8,2.0,0.4,0.6,0.56,0.348,0.763,6.0,0.158,MIP,2018-19,,,,6
1,Giannis Antetokounmpo,24,MIL,78,941,1010,0.932,72,32.8,27.7,12.5,5.9,1.3,1.5,0.578,0.256,0.729,14.4,0.292,MVP,2018-19,,,,941
10,Russell Westbrook,30,OKC,0,8,1010,0.008,73,36.0,22.9,11.1,10.7,1.9,0.5,0.428,0.29,0.656,6.8,0.124,MVP,2018-19,,,,8
11T,LeBron James,34,LAL,0,1,1010,0.001,55,35.2,27.4,8.5,8.3,1.3,0.6,0.51,0.339,0.665,7.2,0.179,MVP,2018-19,,,,1
11T,Rudy Gobert,26,UTA,0,1,1010,0.001,81,31.8,15.9,12.9,2.0,0.8,2.3,0.669,,0.636,14.4,0.268,MVP,2018-19,,,,1
2,James Harden,29,HOU,23,776,1010,0.768,78,36.8,36.1,6.6,7.5,2.0,0.7,0.442,0.368,0.879,15.2,0.254,MVP,2018-19,,,,776
3,Paul George,28,OKC,0,356,1010,0.352,77,36.9,28.0,8.2,4.1,2.2,0.4,0.438,0.386,0.839,11.9,0.201,MVP,2018-19,,,,356
4,Nikola Jokić,23,DEN,0,212,1010,0.21,80,31.3,20.1,10.8,7.3,1.4,0.7,0.511,0.307,0.821,11.8,0.226,MVP,2018-19,,,,212
5,Stephen Curry,30,GSW,0,175,1010,0.173,69,33.8,27.3,5.3,5.2,1.3,0.4,0.472,0.437,0.916,9.7,0.199,MVP,2018-19,,,,175
6,Damian Lillard,28,POR,0,69,1010,0.068,80,35.5,25.8,4.6,6.9,1.1,0.4,0.444,0.369,0.912,12.1,0.205,MVP,2018-19,,,,69
7,Joel Embiid,24,PHI,0,49,1010,0.049,64,33.7,27.5,13.6,3.7,0.7,1.9,0.484,0.3,0.804,8.7,0.194,MVP,2018-19,,,,49
8,Kevin Durant,30,GSW,0,25,1010,0.025,78,34.6,26.0,6.4,5.9,0.7,1.1,0.521,0.353,0.885,11.5,0.204,MVP,2018-19,,,,25
9,Kawhi Leonard,27,TOR,0,13,1010,0.013,60,34.0,26.6,7.3,3.3,1.8,0.4,0.496,0.371,0.854,9.5,0.224,MVP,2018-19,,,,13
1,Luka Dončić,19,DAL,98,496,500,0.992,72,32.2,21.2,7.8,6.0,1.1,0.3,0.427,0.327,0.713,4.9,0.101,ROTY,2018-19,,,,496
2,Trae Young,20,ATL,2,301,500,0.602,81,30.9,19.1,3.7,8.1,0.9,0.2,0.418,0.324,0.829,3.3,0.062,ROTY,2018-19,,,,301
3,Deandre Ayton,20,PHO,0,66,500,0.132,71,30.7,16.3,10.3,1.8,0.9,0.9,0.585,0.0,0.746,5.8,0.128,ROTY,2018-19,,,,66
4,Jaren Jackson Jr.,19,MEM,0,12,500,0.024,58,26.1,13.8,4.7,1.1,0.9,1.4,0.506,0.359,0.766,3.3,0.105,ROTY,2018-19,,,,12
5,Collin Sexton,20,CLE,0,10,500,0.02,82,31.8,16.7,2.9,3.0,0.5,0.1,0.43,0.402,0.839,-0.6,-0.011,ROTY,2018-19,,,,10
6,Shai Gilgeous-Alexander,20,LAC,0,7,500,0.014,82,26.5,10.8,2.8,3.3,1.2,0.5,0.476,0.367,0.8,3.3,0.074,ROTY,2018-19,,,,7
7,Marvin Bagley III,19,SAC,0,6,500,0.012,62,25.3,14.9,7.6,1.0,0.5,1.0,0.504,0.313,0.691,3.6,0.11,ROTY,2018-19,,,,6
8T,Josh Okogie,20,MIN,0,1,500,0.002,74,23.7,7.7,2.9,1.2,1.2,0.4,0.386,0.279,0.728,1.2,0.034,ROTY,2018-19,,,,1
8T,Mitchell Robinson,20,NYK,0,1,500,0.002,66,20.6,7.3,6.4,0.6,0.8,2.4,0.694,,0.6,6.1,0.217,ROTY,2018-19,,,,1
1,Montrezl Harrell,26,LAC,58,397,500,0.794,63,27.8,18.6,7.1,1.7,0.6,1.1,0.58,0.0,0.658,7.0,0.191,6MOY,2019-20,,,,397
2,Dennis Schröder,26,OKC,35,328,500,0.656,65,30.8,18.9,3.6,4.0,0.7,0.2,0.469,0.385,0.839,3.6,0.087,6MOY,2019-20,,,,328
3,Lou Williams,33,LAC,7,127,500,0.254,65,28.7,18.2,3.1,5.6,0.7,0.2,0.418,0.352,0.861,4.1,0.105,6MOY,2019-20,,,,127
4T,Christian Wood,24,DET,0,17,500,0.034,62,21.4,13.1,6.3,1.0,0.5,0.9,0.567,0.386,0.744,5.1,0.183,6MOY,2019-20,,,,17
4T,George Hill,33,MIL,0,17,500,0.034,59,21.5,9.4,3.0,3.1,0.8,0.1,0.516,0.46,0.842,5.5,0.21,6MOY,2019-20,,,,17
6,Goran Dragić,33,MIA,0,6,500,0.012,59,28.2,16.2,3.2,5.1,0.7,0.2,0.441,0.367,0.776,3.5,0.102,6MOY,2019-20,,,,6
7,Derrick Rose,31,DET,0,5,500,0.01,50,26.0,18.1,2.4,5.6,0.8,0.3,0.49,0.306,0.871,2.5,0.092,6MOY,2019-20,,,,5
8,Dāvis Bertāns,27,WAS,0,2,500,0.004,54,29.3,15.4,4.5,1.7,0.7,0.6,0.434,0.424,0.852,3.5,0.107,6MOY,2019-20,,,,2
9,Dwight Howard,34,LAL,0,1,500,0.002,69,18.9,7.5,7.3,0.7,0.4,1.1,0.729,0.6,0.514,5.4,0.197,6MOY,2019-20,,,,1
1,Giannis Antetokounmpo,25,MIL,75,432,500,0.864,63,30.4,29.5,13.6,5.6,1.0,1.0,0.553,0.304,0.633,11.1,0.279,DPOY,2019-20,5.0,4.1,97.0,432
10,Brook Lopez,31,MIL,0,4,500,0.008,68,26.7,12.0,4.6,1.5,0.7,2.4,0.435,0.314,0.836,5.5,0.145,DPOY,2019-20,4.1,2.5,100.0,4
11,Hassan Whiteside,30,POR,0,3,500,0.006,67,30.0,15.5,13.5,1.2,0.4,2.9,0.621,0.571,0.686,8.5,0.204,DPOY,2019-20,3.0,0.7,107.0,3
12,Jarrett Allen,21,BRK,0,1,500,0.002,70,26.5,11.1,9.6,1.6,0.6,1.3,0.649,0.0,0.633,8.2,0.212,DPOY,2019-20,2.9,1.0,106.0,1
2,Anthony Davis,26,LAL,14,200,500,0.4,62,34.4,26.1,9.3,3.2,1.5,2.3,0.503,0.33,0.846,11.1,0.25,DPOY,2019-20,4.4,2.6,102.0,200
3,Rudy Gobert,27,UTA,6,187,500,0.374,68,34.3,15.1,13.5,1.5,0.8,2.0,0.693,,0.63,10.7,0.221,DPOY,2019-20,4.2,1.9,104.0,187
4,Ben Simmons,23,PHI,1,32,500,0.064,57,35.4,16.4,7.8,8.0,2.1,0.6,0.58,0.286,0.621,6.9,0.165,DPOY,2019-20,3.1,2.3,106.0,32
5,Bam Adebayo,22,MIA,2,17,500,0.034,72,33.6,15.9,10.2,5.1,1.1,1.3,0.557,0.143,0.691,8.5,0.168,DPOY,2019-20,3.9,2.0,106.0,17
6T,Marcus Smart,25,BOS,0,7,500,0.014,60,32.0,12.9,3.8,4.9,1.7,0.5,0.375,0.347,0.836,4.5,0.112,DPOY,2019-20,2.8,1.4,107.0,7
6T,Patrick Beverley,31,LAC,1,7,500,0.014,51,26.3,7.9,5.2,3.6,1.1,0.5,0.431,0.388,0.66,3.6,0.128,DPOY,2019-20,2.0,2.5,107.0,7
8T,Andre Drummond,26,TOT,1,5,500,0.01,57,33.0,17.7,15.2,2.7,1.9,1.6,0.533,0.143,0.575,4.2,0.108,DPOY,2019-20,3.6,1.1,103.0,5
8T,Kawhi Leonard,28,LAC,0,5,500,0.01,57,32.4,27.1,7.1,4.9,1.8,0.6,0.47,0.378,0.886,8.7,0.226,DPOY,2019-20,3.3,2.4,104.0,5
1,Brandon Ingram,22,NOP,42,326,500,0.652,62,33.9,23.8,6.1,4.2,1.0,0.6,0.463,0.391,0.851,5.1,0.115,MIP,2019-20,,,,326
10,Fred VanVleet,25,TOR,1,6,500,0.012,54,35.7,17.6,3.8,6.6,1.9,0.3,0.413,0.39,0.848,5.8,0.145,MIP,2019-20,,,,6
11T,Dāvis Bertāns,27,WAS,0,3,500,0.006,54,29.3,15.4,4.5,1.7,0.7,0.6,0.434,0.424,0.852,3.5,0.107,MIP,2019-20,,,,3
11T,Jaylen Brown,23,BOS,0,3,500,0.006,57,33.9,20.3,6.4,2.1,1.1,0.4,0.481,0.382,0.724,4.9,0.123,MIP,2019-20,,,,3
13,Markelle Fultz,21,ORL,0,2,500,0.004,72,27.7,12.1,3.3,5.1,1.3,0.2,0.465,0.267,0.73,2.7,0.065,MIP,2019-20,,,,2
14T,Duncan Robinson,25,MIA,0,1,500,0.002,73,29.7,13.5,3.2,1.4,0.5,0.3,0.47,0.446,0.931,5.3,0.118,MIP,2019-20,,,,1
14T,Spencer Dinwiddie,26,BRK,0,1,500,0.002,64,31.2,20.6,3.5,6.8,0.6,0.3,0.415,0.308,0.778,4.8,0.116,MIP,2019-20,,,,1
2,Bam Adebayo,22,MIA,38,295,500,0.59,72,33.6,15.9,10.2,5.1,1.1,1.3,0.557,0.143,0.691,8.5,0.168,MIP,2019-20,,,,295
3,Luka Dončić,20,DAL,12,101,500,0.202,61,33.6,28.8,9.4,8.8,1.0,0.2,0.463,0.316,0.758,8.8,0.207,MIP,2019-20,,,,101
4,Jayson Tatum,21,BOS,3,57,500,0.114,66,34.3,23.4,7.0,3.0,1.4,0.9,0.45,0.403,0.812,6.9,0.146,MIP,2019-20,,,,57
5,Devonte' Graham,24,CHO,2,50,500,0.1,63,35.1,18.2,3.4,7.5,1.0,0.2,0.382,0.373,0.82,3.4,0.073,MIP,2019-20,,,,50
6,Shai Gilgeous-Alexander,21,OKC,0,21,500,0.042,70,34.7,19.0,5.9,3.3,1.1,0.7,0.471,0.347,0.807,6.1,0.121,MIP,2019-20,,,,21
7,Pascal Siakam,25,TOR,1,13,500,0.026,60,35.2,22.9,7.3,3.5,1.0,0.9,0.453,0.359,0.792,5.4,0.123,MIP,2019-20,,,,13
8,Christian Wood,24,DET,1,11,500,0.022,62,21.4,13.1,6.3,1.0,0.5,0.9,0.567,0.386,0.744,5.1,0.183,MIP,2019-20,,,,11
9,Trae Young,21,ATL,0,10,500,0.02,60,35.3,29.6,4.3,9.3,1.1,0.1,0.437,0.361,0.86,5.9,0.133,MIP,2019-20,,,,10
1,Giannis Antetokounmpo,25,MIL,85,962,1010,0.952,63,30.4,29.5,13.6,5.6,1.0,1.0,0.553,0.304,0.633,11.1,0.279,MVP,2019-20,,,,962
2,LeBron James,35,LAL,16,753,1010,0.746,67,34.6,25.3,7.8,10.2,1.2,0.5,0.493,0.348,0.693,9.8,0.204,MVP,2019-20,,,,753
3,James Harden,30,HOU,0,367,1010,0.363,68,36.5,34.3,6.6,7.5,1.8,0.9,0.444,0.355,0.865,13.1,0.254,MVP,2019-20,,,,367
4,Luka Dončić,20,DAL,0,200,1010,0.198,61,33.6,28.8,9.4,8.8,1.0,0.2,0.463,0.316,0.758,8.8,0.207,MVP,2019-20,,,,200
5,Kawhi Leonard,28,LAC,0,168,1010,0.166,57,32.4,27.1,7.1,4.9,1.8,0.6,0.47,0.378,0.886,8.7,0.226,MVP,2019-20,,,,168
6,Anthony Davis,26,LAL,0,82,1010,0.081,62,34.4,26.1,9.3,3.2,1.5,2.3,0.503,0.33,0.846,11.1,0.25,MVP,2019-20,,,,82
7,Chris Paul,34,OKC,0,26,1010,0.026,70,31.5,17.6,5.0,6.7,1.6,0.2,0.489,0.365,0.907,8.9,0.193,MVP,2019-20,,,,26
8,Damian Lillard,29,POR,0,23,1010,0.023,66,37.5,30.0,4.3,8.0,1.1,0.3,0.463,0.401,0.888,11.6,0.225,MVP,2019-20,,,,23
9,Nikola Jokić,24,DEN,0,18,1010,0.018,73,32.0,19.9,9.7,7.0,1.2,0.6,0.528,0.314,0.817,9.8,0.202,MVP,2019-20,,,,18
10,Pascal Siakam,25,TOR,0,17,1010,0.017,60,35.2,22.9,7.3,3.5,1.0,0.9,0.453,0.359,0.792,5.4,0.123,MVP,2019-20,,,,17
11,Jimmy Butler,30,MIA,0,9,1010,0.009,58,33.8,19.9,6.7,6.0,1.8,0.6,0.455,0.244,0.834,9.0,0.221,MVP,2019-20,,,,9
12,Jayson Tatum,21,BOS,0,1,1010,0.001,66,34.3,23.4,7.0,3.0,1.4,0.9,0.45,0.403,0.812,6.9,0.146,MVP,2019-20,,,,1
1,Ja Morant,20,MEM,99,498,500,0.996,67,31.0,17.8,3.9,7.3,0.9,0.3,0.477,0.335,0.776,3.8,0.088,ROTY,2019-20,,,,498
2,Kendrick Nunn,24,MIA,0,204,500,0.408,67,29.3,15.3,2.7,3.3,0.8,0.2,0.439,0.35,0.85,2.0,0.049,ROTY,2019-20,,,,204
3,Zion Williamson,19,NOP,1,140,500,0.28,24,27.8,22.5,6.3,2.1,0.7,0.4,0.583,0.429,0.64,2.0,0.141,ROTY,2019-20,,,,140
4,Brandon Clarke,23,MEM,0,50,500,0.1,58,22.4,12.1,5.9,1.4,0.6,0.8,0.618,0.359,0.759,5.0,0.183,ROTY,2019-20,,,,50
5,Coby White,19,CHI,0,3,500,0.006,65,25.8,13.2,3.5,2.7,0.8,0.1,0.394,0.354,0.791,0.9,0.026,ROTY,2019-20,,,,3
6T,Eric Paschall,23,GSW,0,2,500,0.004,60,27.6,14.0,4.6,2.1,0.5,0.2,0.497,0.287,0.774,2.1,0.062,ROTY,2019-20,,,,2
6T,Terence Davis,22,TOR,0,2,500,0.004,72,16.8,7.5,3.3,1.6,0.5,0.2,0.456,0.388,0.864,3.1,0.122,ROTY,2019-20,,,,2
8,RJ Barrett,19,NYK,0,1,500,0.002,56,30.4,14.3,5.0,2.6,1.0,0.3,0.402,0.32,0.614,-0.5,-0.015,ROTY,2019-20,,,,1
1,Jordan Clarkson,28,UTA,65,407,500,0.814,68,26.7,18.4,4.0,2.5,0.9,0.1,0.425,0.347,0.896,4.2,0.111,6MOY,2020-21,,,,407
10,Enes Freedom,28,POR,0,5,500,0.01,72,24.4,11.2,11.0,1.2,0.5,0.7,0.604,0.25,0.774,7.5,0.204,6MOY,2020-21,,,,5
11,T.J. McConnell,28,IND,0,4,500,0.008,69,26.0,8.6,3.7,6.6,1.9,0.3,0.559,0.313,0.688,4.8,0.128,6MOY,2020-21,,,,4
12T,Miles Bridges,22,CHO,0,3,500,0.006,66,29.3,12.7,6.0,2.2,0.7,0.8,0.503,0.4,0.867,4.2,0.105,6MOY,2020-21,,,,3
12T,Shake Milton,24,PHI,0,3,500,0.006,63,23.2,13.0,2.3,3.1,0.6,0.3,0.45,0.35,0.83,2.8,0.091,6MOY,2020-21,,,,3
14,Thaddeus Young,32,CHI,0,2,500,0.004,68,24.3,12.1,6.2,4.3,1.1,0.6,0.559,0.267,0.628,5.1,0.147,6MOY,2020-21,,,,2
15,Facundo Campazzo,29,DEN,0,1,500,0.002,65,21.9,6.1,2.1,3.6,1.2,0.2,0.381,0.352,0.879,3.1,0.105,6MOY,2020-21,,,,1
2,Joe Ingles,33,UTA,34,272,500,0.544,67,27.9,12.1,3.6,4.7,0.7,0.2,0.489,0.451,0.844,7.0,0.18,6MOY,2020-21,,,,272
3,Derrick Rose,32,TOT,1,77,500,0.154,50,25.6,14.7,2.6,4.2,1.0,0.4,0.47,0.388,0.866,3.1,0.118,6MOY,2020-21,,,,77
4,Jalen Brunson,24,DAL,0,67,500,0.134,68,25.0,12.6,3.4,3.5,0.5,0.0,0.523,0.405,0.795,5.1,0.143,6MOY,2020-21,,,,67
5,Tim Hardaway Jr.,28,DAL,0,24,500,0.048,70,28.4,16.6,3.3,1.8,0.4,0.2,0.447,0.391,0.816,4.3,0.105,6MOY,2020-21,,,,24
6,Montrezl Harrell,27,LAL,0,14,500,0.028,69,22.9,13.5,6.2,1.1,0.7,0.7,0.622,0.0,0.707,7.3,0.221,6MOY,2020-21,,,,14
7,Carmelo Anthony,36,POR,0,8,500,0.016,69,24.5,13.4,3.1,1.5,0.7,0.6,0.421,0.409,0.89,2.6,0.073,6MOY,2020-21,,,,8
8,Chris Boucher,28,TOR,0,7,500,0.014,60,24.2,13.6,6.7,1.1,0.6,1.9,0.514,0.383,0.788,6.1,0.201,6MOY,2020-21,,,,7
9,Bobby Portis,25,MIL,0,6,500,0.012,66,20.8,11.4,7.1,1.1,0.8,0.4,0.523,0.471,0.74,4.8,0.167,6MOY,2020-21,,,,6
1,Rudy Gobert,28,UTA,84,464,500,0.928,71,30.8,14.3,13.5,1.3,0.6,2.7,0.675,0.0,0.623,11.3,0.248,DPOY,2020-21,5.2,2.8,101.0,464
10,Jimmy Butler,31,MIA,0,2,500,0.004,52,33.6,21.5,6.9,7.1,2.1,0.3,0.497,0.245,0.863,9.3,0.255,DPOY,2020-21,2.7,2.3,108.0,2
11T,Kentavious Caldwell-Pope,27,LAL,0,1,500,0.002,67,28.4,9.7,2.7,1.9,0.9,0.4,0.431,0.41,0.866,4.2,0.107,DPOY,2020-21,2.6,1.0,109.0,1
11T,Matisse Thybulle,23,PHI,0,1,500,0.002,65,20.0,3.9,1.9,1.0,1.6,1.1,0.42,0.301,0.444,2.8,0.102,DPOY,2020-21,2.7,4.5,103.0,1
2,Ben Simmons,24,PHI,15,287,500,0.574,58,32.4,14.3,7.2,6.9,1.6,0.6,0.557,0.3,0.613,6.0,0.153,DPOY,2020-21,3.3,2.2,106.0,287
3,Draymond Green,30,GSW,0,76,500,0.152,63,31.5,7.0,7.1,8.9,1.7,0.8,0.447,0.27,0.795,4.6,0.112,DPOY,2020-21,3.4,3.3,106.0,76
4,Bam Adebayo,23,MIA,1,31,500,0.062,64,33.5,18.7,9.0,5.4,1.2,1.0,0.57,0.25,0.799,8.8,0.197,DPOY,2020-21,3.2,2.0,108.0,31
5,Giannis Antetokounmpo,26,MIL,0,12,500,0.024,61,33.0,28.1,11.0,5.9,1.2,1.2,0.569,0.303,0.685,10.2,0.244,DPOY,2020-21,3.3,2.8,107.0,12
